Date,Headline,Link,Contents
2022-08-03,"Ascott Residence Trust retains corporate governance crown for Reits, business trusts",https://www.businesstimes.com.sg/companies-markets/ascott-residence-trust-retains-corporate-governance-crown-reits-business-trusts,"ASCOTT Residence Trust (ART), the largest hospitality real estate investment trust (Reit) in Asia-Pacific, has topped the ranking among Singapore-listed Reits and business trusts for best corporate governance practices for the second straight year.

A stapled group comprising Ascott Real Estate Investment Trust and Ascott Business Trust, ART scored a total of 110.6 points for the 2022 edition of the Singapore Governance and Transparency Index.

On top of corporate governance practices, the annual study - jointly conducted by CPA Australia, the National University of Singapore (NUS) Business School's Centre for Governance and Sustainability (CGS) and the Singapore Institute of Directors (SID) - also evaluates Singapore-listed companies on the timeliness, accessibility and transparency of their financial disclosures.


Companies were evaluated based on their board responsibilities, rights of shareholders, engagement of stakeholders, accountability and audit, and disclosure and transparency.

In addition, the 44 Reits and business trusts were scored on their structure, leverage, interested person transactions, competency of Reit manager or trustee-manager, and emoluments.
SID chair Wong Su-Yen noted that there was ""growing awareness of the importance of good corporate governance"" among Singapore-listed companies.
""It is heartening to see the improvements our companies have made despite the disruption to business-as-usual over the past 2 years,"" she said. ""This is… a testament to the efforts of all the companies in the industry, not just those at the top, to improve their corporate governance practices in Singapore.""
While ART retained its crown, it was a case of musical chairs among the other Reits and business trusts in the top 5.
Ascendas Real Estate Investment Trust (A-Reit) overtook 2021 runner-up Far East Hospitality Trust (FEHT) to claim second place in the ranking this year, while CapitaLand Intergated Commercial Trust (CICT) nudged past Netlink NBN Trust to rank fourth.

All the top 5 trusts received lower overall scores this year compared with 2021.

ART's winning score this year was 4.7 points lower than the 115.3 points it chalked up in 2021.

The 2022 scores for A-Reit (108.7), FEHT (107.4), CICT (107.2) and Netlink NBN Trust (105.2) were also between 1.2 and 6.4 points lower than their year-ago scores.

However, the average overall score for all the Singapore-listed Reits and business trusts inched up marginally to 85.3 points in 2022, from 85 points last year.

Since the launch of the Reits and business trusts category in 2017, there has been an improvement in the mean scores for each year.

The Reits and business trusts scored an average of 60.4 points in the inaugural edition in 2017.

""The improvement in corporate governance, as evidenced by the improving mean scores of the index, can be attributed to 2 main factors,"" said Professor Lawrence Loh, director of NUS Business School's CGS.

""First, the accountability required by companies on sustainability matters has spurred better corporate governance in recent years. Second, guidelines for corporate governance in Singapore is placing more emphasis on directors' responsibilities and independence in matters relating to governance and transparency,"" he said."
2022-08-04,ARA H-Trust posts H1 DPS of US$0.01427; net property income up 131.2%,https://www.businesstimes.com.sg/companies-markets/reits-property/ara-h-trust-posts-h1-dps-us001427-net-property-income-1312,"ARA US Hospitality Trust : XZL -3.7% (ARA H-Trust) on Thursday (Aug 4) posted a distribution per stapled security (DPS) of US$0.01427 for the first half ended Jun 30, comprising capital distributions.

This comes as the stapled group posts a distributable income of US$8.1 million, unlike the previous year when there was no distributable income. ARA H-Trust resumed paying distributions in H2 2021.

The capital distributions represent a return of capital to stapled securityholders for Singapore income tax purposes, the managers said in a bourse filing. The DPS will be paid on Sep 26, after the record date on Aug 18.
Net property income jumped 131.2 per cent to US$21.1 million, from US$9.1 million in the corresponding period a year ago, as revenue rose 53.8 per cent.

Revenue for H1 2022 stood at US$81.3 million compared with the US$52.8 million recorded in H1 2021, as portfolio occupancy improved and revenue per available room (RevPAR) grew.
The portfolio posted an average occupancy of 62.7 per cent and average daily rate of US$127, while RevPAR was up 54 per cent to US$80.

The surge in average daily rate allowed hotel revenue growth to outpace the increase in expenses, mitigating inflation concerns on margins, said Lee Jin Yong, chief executive of the managers.

ARA H-Trust also saw its operating cash flows improve in the last 6 months. Interest coverage ratio for the half-year period strengthened further to 2.8 times, raising the gearing limit to 50 per cent. It also had around US$19.8 million in cash and cash equivalents as at Jun 30, and about US$15 million of undrawn loan facilities.

ARA US Hospitality Trust is a stapled group comprising ARA US Hospitality Property Trust and ARA US Hospitality Management Trust.

ARA H-Trust was trading flat at US$0.475 as at 1.42 pm on Thursday."
2022-08-07,SGTI 2022 shows more S-Reits reporting non-financial metrics,https://www.businesstimes.com.sg/companies-markets/reits-property/sgti-2022-shows-more-s-reits-reporting-non-financial-metrics,"S-REITs and business trusts see an improvement in their Singapore Governance and Transparency Index (SGTI) 2022 scores, increasing marginally to 85.3 points from 85.0 last year.

In the Reits and business trusts category, Ascott Residence Trust : HMN -1.12% retained its top position with an overall score of 110.6. Ascendas Reit : A17U 0% overtook Far East Hospitality Trust : Q5T -0.84% this year with 108.7 points, with the latter ranked third at 107.4 points. Lendlease Global Commercial Reit, : JYEU +0.98% whose score improved 6.0 points, made it to the top 10 this year.

Findings by the SGTI highlighted year-on-year improvements in practices for interested person transaction (IPT) and performance fees. Moreover, the proportion of trusts that had a minimum of 3 full-time representatives with at least 5 years of relevant management experience improved from 91 per cent to 98 per cent. SGTI notes that Reits and business trusts, given their unique business models, are subjected to additional guidelines such as the Code on Collective Investment Schemes, hence complementing the existing SGTI framework (e.g. leverage, structure, IPT, competency of manager, fees).


Results pertaining to sustainability-related disclosures were also commendable with 84 per cent of trusts disclosing their non-financial performance indicators compared to 77 per cent last year.

Overall, the mean score of the Reits and business trust category increased by 0.3 points year on year and the mean bonus points for good disclosure practices increased by 0.7 points to 19.2 points. Mean penalty points for poor disclosure practices, such as discrepancies in corporate announcements, rose 0.3 points to 5.4 points.

The top 5 Reits and property trusts with the most year-on-year improvements in overall scores include: Keppel DC Reit : AJBU -0.49% (+17.5 points), Frasers Hospitality Trust : ACV 0% (+13.4 points), Sabana Industrial Reit : M1GU +1.3% (+13.3 points), First Reit : AW9U +2.17% (+12.0 points) and Dasin Retail Trust : CEDU 0% (+9.7 points).
The SGTI is an annual assessment of Singapore-listed companies on their corporate governance disclosure and practices, as well as the timeliness, accessibility, and transparency of their financial results announcement. With increased scrutiny on corporate stewardship, SGTI offers stakeholders insights into the accountability and transparency of companies.

It is a collaboration among CPA Australia, NUS Business School's Centre for Governance and Sustainability, and the Singapore Institute of Directors, supported by The Business Times.

The SGTI 2022, which assessed companies based on their annual reports for Financial Year 2021 released by May 31, 2022, is divided into 2 categories - general category (489 companies) and the Reits and business trusts category (44 trusts).

The mean overall scores of both categories reached all-time highs of 70.6 (general category) and 85.3 (Reits and business trusts category) respectively, with improvements across all 5 pillars of the assessment framework. "
2022-08-08,LMIR Trust posts flat Q2 DPU of S$0.0009,https://www.businesstimes.com.sg/companies-markets/lmir-trust-posts-flat-q2-dpu-s00009,"THE manager of Lippo Malls Indonesia Retail Trust (LMIR Trust) on Monday (Aug 8) reported distribution per unit (DPU) of S$0.0009 for the second quarter ended June 2022, unchanged from a year ago, as distribution to unitholders edged up 0.3 per cent to S$6.9 million.
This brings DPU for the first half to S$0.0018, up 5.9 per cent from S$0.0017 in the year-ago period.
Gross revenue rose 4.1 per cent to S$51.7 million in Q2, on the back of higher rental revenue as lower rental discounts were extended due to the stabilising Covid-19 situation in Indonesia.
The increase was partially offset by the expiry of the master lease at Lippo Mall Kuta and the loss of rental income due to lower occupancy.
Portfolio occupancy inched up to 79.7 per cent in Q2, from 79.1 per cent in the preceding quarter. However, this was a decline from portfolio occupancy of 83.4 per cent a year ago.
The real estate investment trust (Reit) manager said the lower year-on-year occupancy was due to the termination of leases from tenants impacted by the pandemic.Net property income was 8.8 per cent higher year on year at S$34.6 million, largely attributable to a net reversal of allowance for impairment loss on trade receivables of S$1.8 million.
""As Indonesia gradually transitions from pandemic to endemic phase, the easing of restrictions has enabled our malls to resume normal operating hours with most of our tenants back in operations,"" said James Liew, chief executive officer of the manager of LMIR Trust.
""Operationally, as consumers get used to living with Covid, we are seeing more favourable consumer spending as well as a recovery in shopper traffic to our malls for the quarter,"" he added.

Liew noted that shopper traffic to LMIR Trust's malls have recovered to nearly two-thirds of pre-Covid levels.

Units of LMIR Trust closed flat at S$0.049 on Monday, before the results announcement."
2022-08-08,"Lendlease Reit H2 DPU gains 4.9%, revenue up on Jem acquisition",https://www.businesstimes.com.sg/companies-markets/lendlease-reit-h2-dpu-gains-49-revenue-jem-acquisition,"LENDLEASE : JYEU +0.98% Global Commercial Reit (Lendlease Reit) on Monday (Aug 8) posted an improved H2 performance, with distribution per unit (DPU) gaining 4.9 per cent to S$0.0245 from S$0.0234 a year earlier.
Gross revenue was also 68.6 per cent higher at S$62.5 million, following the acquisition of Jem in the second half of FY2022.
Net property income (NPI) for the real estate investment trust (Reit) grew 72.9 per cent year on year to S$45.9 million in H2, from S$26.5 million earlier.
The total amount distributable to unitholders rose 55.6 per cent to S$42.9 million in H2 FY2022 from S$27.6 million a year ago, boosted by the accretive acquisition of Jem and better operating performance at 313@somerset.
The final distribution for the period from Mar 31 to Jun 30 will be paid out by Sep 30.
Meanwhile, for the full year ended Jun 30, DPU was 3.7 per cent higher at S$0.0485, versus S$0.0468 last year. Distributable income grew 29.7 per cent to S$71.5 million. Gross revenue was 29.3 per cent higher at S$101.7 million, while NPI rose 32.7 per cent to S$75.5 million for the full year.
As at Jun 30, the group's aggregate gearing stands at 40 per cent with an interest coverage ratio of 9.2 times.

Full-year portfolio occupancy weighed in at 99.8 per cent, while its weighted average lease expiry by gross rental income is around 5.5 years.

Commenting on its Milan office assets, the manager said: ""A faster recovery from Covid-19 and the increasing demand for spaces in line with ESG requirements should continue to support investment and leasing activities for the sector.""

For its Singapore offices, the manager expects rental growth in the mid-term to be supported by the rapid expansion in demand from the technology sector and limited new supply, with vacancy tightening further before the next wave of office supply in 2023.

Its fully leased office assets will continue to benefit and enjoy strong and stable cashflow, they added.

The manager was also confident that the Reit would benefit from an ""increased exposure in the suburban retail segment and the high concentration in the essential services trade"" as trade and travel-related sectors pick up pace post-Covid-19.

Lendlease Reit closed 1.2 per cent or S$0.01 lower at S$0.82 on Monday, following the announcement."
2022-08-10,Brokers’ take: Morningstar initiates Mapletree Pan Asia Commercial Trust with S$1.82 fair value estimate,https://www.businesstimes.com.sg/companies-markets/brokers-take-morningstar-initiates-mapletree-pan-asia-commercial-trust-s182-fair,"MORNINGSTAR Equity Research has initiated coverage on Mapletree Pan Asia Commercial Trust : N2IU +0.74% (MPACT) with a fair value estimate of S$1.82 and a no-moat rating. It believes the trust is ""fairly valued"" at current prices and has priced in near-term growth driven by the merger with Mapletree North Asia Commercial Trust (MNACT).
The research house on Monday (Aug 8) forecasted MPACT's revenue and net property income to grow at a 5-year compound annual growth rate (CAGR) of 19.5 and 19.6 per cent respectively, taking the merger with MNACT into account.
Analyst Xavier Lee noted that both MPACT's retail malls - Vivocity and Festival Walk - had maintained close to 100 per cent occupancy rates every year, even during the pandemic, as well as register positive rental reversions for most years.

""Both malls are close to mass transport hubs helping to generate a high volume of shopper footfall and to drive sales growth for its tenant base,"" Lee said.

Further, the trust's office properties, while largely located outside of the central business district, are of high quality, well-supported by amenities and connected to key transport networks, he added.
Lee expects rental income from its offices to grow steadily, supported by fixed annual rental escalations of between 2 and 3 per cent as well as relatively high occupancy rate of around 97 per cent.

Even though market rents in the office segment are expected to remain under pressure in the near term, the analyst thinks the sector is due to recover in 2024 as Covid-19 restrictions lift and Singapore and Hong Kong both re-open its borders.

Morningstar was however less upbeat on the trust's office properties in China, given their geographical position in areas that are experiencing high vacancy rates of above 10 per cent - which could weigh down its rents.

""We expect near-term rents to remain flat until the excess supply is absorbed,"" said Lee.

He predicted that distribution per unit for the trust would grow at a CAGR of 2.7 per cent over the next 5 years, slower than its 10-year historic CAGR of 4.4 per cent due to higher borrowing costs from rising interest rates.

Units of MPACT last traded at S$1.92, 0.5 per cent or S$0.01 lower as at the midday trading break on Wednesday."
2022-08-12,BHG Retail Reit posts 32% drop in H1 DPU to S$0.0076,https://www.businesstimes.com.sg/companies-markets/bhg-retail-reit-posts-32-drop-h1-dpu-s00076,"THE manager of China-focused BHG Retail Reit on Friday (Aug 12) announced a distribution per unit of S$0.0076 for the first half ended June, down 32.1 per cent from a DPU of S$0.0112 in the year-ago period.

Income to be distributed to unitholders fell 32.7 per cent to S$3.9 million, from S$5.8 million in the previous year.

The Reit manager said some S$0.4 million of the amount available for distribution was retained in H1 for operational expenses and working capital requirements. About S$0.6 million had been retained in the same period last year.
The H1 distribution will be paid to unitholders on Sep 28.
Gross revenue rose 3.6 per cent to S$35.6 million, while net property income edged up 1.8 per cent to S$21 million.
The increase was mainly due to an increase in portfolio occupancy to 96.7 per cent in H1, from 93 per cent in the year-ago period.
As at end June, BHG Retail Reit's gearing ratio stood at 35.7 per cent, with an average cost of debt at 3.6 per cent and an interest coverage ratio of 2.7 times.
Units of BHG Retail Reit closed flat at S$0.52 on Friday, before the results were announced."
2022-08-14,"Data centre, industrial as well as diversified S-Reits leading Q3 2022 performance",https://www.businesstimes.com.sg/companies-markets/reits-property/data-centre-industrial-well-diversified-s-reits-leading-q3-2022,"GLOBAL stock markets have been led by technology, consumer cyclicals and Reit sectors in Q3 2022-to-date. In Singapore, the S-Reits and property trusts sector gained 4.9 per cent in total returns and received S$8 million of net institutional inflows during this period.

The sector's performance was led by trusts within the data centre, industrial and diversified sub-segments. These 3 sub-segments averaged 12 per cent, 8.2 per cent and 4 per cent respectively in total returns in the Q3 2022-to-date.

The top 5 performing trusts in Q3 2022-to-date were Digital Core Reit : DCRU +0.99% (18.3 per cent), Daiwa House Logistics Trust : DHLU -0.91% (18 per cent), EC World Reit : BWCU 0% (16.7 per cent), Frasers Logistics & Commercial Trust : BUOU +0.94% (9 per cent) and Ascendas India Trust : CY6U 0% (8.5 per cent).
Digital Core Reit, a pure-play data centre S-Reit which listed in December 2021, reported its first half-year financial results and declared a distribution per unit (DPU) of 2.37 US cents for the period from Dec 6, 2021 to Jun 30, 2022. Its portfolio value stands at US$1.46 billion with a 100 per cent occupancy rate. The Reit will be targeting new markets such as Frankfurt, Chicago and Dallas for acquisitions.
Daiwa House Logistics Trust, which also listed in 2021, has a portfolio of 14 logistics assets across Japan, valued at 81 billion yen (S$832 million). The trust announced a DPU of 3.09 Singapore cents for the period from Nov 26, 2021 to Jun 30, 2022. The trust manager believes that while a large supply of logistics space is expected in 2022 and 2023, demand is expected to remain buoyant due to business expansions, relocation for more efficient network, obsolescence of current existing facilities, and increase in the volume of storage goods.

EC World Reit reported H1 2022 net property income (NPI) of S$57.9 million, registering a year-on-year growth of 4.2 per cent, and H1 2022 DPU of 2.77 Singapore cents, representing a year-on-year decline of 9.6 per cent. The Reit manager noted that recent lockdowns in China which occurred in the second quarter, did not have material impact on the Reit. EC World Reit believes that domestic demand in China will continue to grow, with online retail set to increase faster than offline retail in 2022. The Reit will continue to focus on its e-commerce and downstream logistics properties to capture the pent-up demand for logistics services and warehousing facilities.
Frasers Logistics & Commercial Trust in its Q3 2022 business update noted that it achieved full occupancy rate for its logistics and industrial assets while commercial assets maintained occupancy rates of 91.3 per cent. The trust believes that the overall operating environment is expected to further improve and observed strong tenant activity as countries continue to adopt an endemic approach to living with Covid-19 with a progressive return towards normalcy.

Ascendas India Trust reported a 9 per cent year-on-year increase for H1 2022 NPI and declared H1 2022 DPU of 4.28 Singapore cents, representing an increase of 2 per cent year on year. The trust noted that the stronger performance was backed by higher occupancy in major IT parks and observed an increase in physical park population, as India resumes normalcy."
2022-08-21,Latest S-Reit acquisitions in industrial and hospitality sectors,https://www.businesstimes.com.sg/companies-markets/reits-property/latest-s-reit-acquisitions-industrial-and-hospitality-sectors,"S-REIT acquisitions have started to pick up in the year to date despite rising rates, with over 18 deals announced exceeding S$4 billion in total purchase consideration. A number of acquisitions announced were in sectors such as industrial/logistics, office properties, data centres, and hospitality sectors.

Cromwell European Reit (CEReit) : CWBU -0.79% in July announced the proposed acquisition of its third logistics asset in the United Kingdom. The freehold logistics property is situated within the Whitehouse Industrial Estate in Preston Brook, south-east of Runcorn, and well-positioned in a distribution location for UK logistics and industrial occupiers including neighbouring operations such as Diageo, YKK, DHL and Phoenix medical supplies. The property is fully occupied on a 10-year triple net lease and the tenancy includes a retail price index-linked rent review at year 5 subject to terms.

CEReit notes that the UK's logistics sector's Q1 2022 vacancy is at 3.1 per cent and average rents continued to grow 11.4 per cent in the year-to-March 2022. In terms of industrial investment values, Q1 2022 was at £3.3 billion (S$5.4 billion) and is the second highest first quarter on record just after Q1 2021's £3.7 billion. CEReit's portfolio currently has 44 per cent exposure to light industrial/logistics, advancing its strategy of pivoting towards this sector.
Ascendas India Trust : CY6U 0% also announced in July that it is investing in 2 industrial facilities, part of Casa Grande Phase 2, at Mahindra World City in Chennai. This acquisition is in addition to the earlier forward purchase transaction of an industrial facility, Casa Grande Phase 1, which was completed in May 2022. The trust will fund the development of the Phase 2 project, and upon completion and meeting key conditions, will acquire the entity developing the project.

Ascendas India Trust believes that the acquisition will improve earnings and distributions for unitholders with the pro forma impact on FY21 distribution per unit (DPU) expected to be an additional 0.01 Singapore cent.
Ascendas Reit : A17U 0% announced that it will be acquiring the Philips Apac Center in Singapore from Philips Electronics which will enter a multi-year leaseback of more than two-thirds of the existing space to become the anchor tenant. The property is leased to a total of 4 tenants and has an occupancy rate of 95.7 per cent and a long weighted average lease to expiry of 4.5 years.

The pro forma impact on the DPU for the financial year ending Dec 31, 2021 is expected to be an accretive 0.045 Singapore cent assuming the proposed acquisition was completed on Jan 1, 2021.

Ascott Residence Trust (ART) : HMN -1.12% announced the proposed acquisition of 9 properties from its sponsor, The Ascott, which includes serviced residences, rental housing and student accommodation across Australia, Japan, Vietnam, France and the United States. The acquisition is expected to grow the trust's pro forma FY21 distribution per stapled security by 2.8 per cent and its total assets to S$8.3 billion. To fund the acquisition, ART launched a private placement last week raising S$170 million.

ART notes that the addition of the 5 rental housing properties in Japan and a student accommodation in the US will increase its longer-stay portfolio proportion from 17 per cent to 19 per cent, bringing it closer to its target of 25 per cent to 30 per cent. Three of the assets to be acquired are expected to be certified green by 2023, bringing its proportion of green properties to 38 per cent, in line with its target to reach 50 per cent of its portfolio by 2025.
In the August month-to-date, Ascendas Reit and Ascott Residence Trust both announced proposed acquisitions."
2022-08-19,Opportunity for S-Reits as student accommodation sector tops the class,https://www.businesstimes.com.sg/companies-markets/opportunity-s-reits-student-accommodation-sector-tops-class,"PURPOSE-BUILT student accommodation (PBSA) is gaining traction as a resilient asset class among property players.

There are currently no pure-play PBSA property groups and real estate investment trusts (Reits) listed in Singapore. But the strength of this sub-sector in the latest earnings season for the period ended June suggests this may soon change.

For example, hospitality player Ascott Residence Trust (ART), a stapled group comprising Ascott Reit and Ascott Business Trust, posted a 45 per cent increase in revenue for the first half ended June to S$267.4 million, and a 44 per cent rise in gross profit to S$118.2 million.
This was partially attributed to contributions from new properties, including the first full half-year of income contribution from 5 PBSA properties in the US, acquired in the second half of 2021.

ART said its PBSA properties in the US registered an average occupancy of over 95 per cent in H1, with an expected rent growth of close to 8 per cent year on year.

The service residence-focused Reit made its maiden foray into the PBSA space last year, and has since been steadily adding more such assets under its belt.
Apart from the US, ART also completed the acquisition of its first student accommodation property in Japan in March.

This week, the Singapore-listed real estate investment trust (S-Reit) announced the proposed acquisition of 9 properties from sponsor The Ascott Limited for S$318.3 million.

This includes the proposed acquisition of an additional 45 per cent stake in Standard at Columbia - a student accommodation asset in South Carolina currently being built and slated for completion in Q2 2023.

The latest acquisitions will bring ART's longer-stay assets - comprising rental housing and student accommodation - to about 19 per cent of its total portfolio value. The managers target for this longer-stay segment to make up 25-30 per cent of ART's portfolio in the medium term.

The segment accounted for about 20 per cent of H1 gross profit.

Meanwhile, specialised accommodation assets player Centurion Corp, which derived a quarter of its H1 revenue from its PBSA properties in the UK, Australia, the US and South Korea, reported a 43 per cent jump in PBSA revenue for the first half to S$22.5 million.

Earnings from its core business operations - excluding fair-valuation gains and deferred tax relating to fair valuation - were up 42 per cent to S$29 million, as total group revenue rose 40 per cent to S$90.5 million in H1.

Centurion said the improvement in PBSA results was largely due to higher bookings and financial occupancies at its PBSA assets, led by the lifting of travel restrictions and a return of international students.

Far East Orchard, another real estate group with exposure to the PBSA sector, also posted a commendable set of results in the latest period.

The group reversed into the black with earnings of S$8 million for the H1 ended June, as revenue rose 15.9 per cent to S$63.7 million.

The increase was partially attributed to higher revenue from its PBSA segment, on the back of a higher occupancy rate of 85 per cent for the academic year that started in September 2021.

In June, the group announced a joint venture to acquire a plot of land in Bristol in the UK to develop a PBSA asset with at least 690 beds - marking its 4th investment in the city.

The defensive, cash-yielding nature of PBSA properties has drawn plenty of interest from the big players.

Singapore sovereign wealth fund GIC has been scooping up PBSA assets, including a joint venture with Greystar Real Estate Partners in May to acquire Student Roost, the 3rd-largest PBSA provider in the UK.

Temasek-linked Mapletree Investments had also been evaluating various options to monetise its portfolio of student accommodation assets, with rumours swirling over a potential US$1 billion initial public offering (IPO) of a student housing Reit this year.

A Reit focusing on PBSA properties could be welcomed globally, due to its short supply despite the perceived resilience.

The US this year lost its last publicly traded student housing Reit, with the acquisition of American Campus Communities by Blackstone.

US-listed EdR was acquired by Greystar in 2018, and Campus Crest was snapped up by Harrison Street in 2015.

As far as student accommodation Reits go, London Stock Exchange-listed Unite Group and Empiric Student Property are holding the fort globally.

Unite Group and Empiric Student Property have performed well so far this year, with annualised total returns of 8.3 per cent and 29.1 per cent, respectively, in the year to date.
By comparison, iEdge S-Reit Index has returned 0.8 per cent on an annualised basis over the same period.

The UK duo was joined by a much smaller reit, US Student Housing Reit, which made its debut on the Australian Securities Exchange in March and is still finding its footing.

But with the PBSA sector seen to be mostly bullish, it might be an opportune time for a pure-play student accommodation Reit to be listed in Singapore."
2022-08-28,Outperformance in S-Reits in STI reserve list,https://www.businesstimes.com.sg/companies-markets/reits-property/outperformance-s-reits-sti-reserve-list,"WITH a 7.6 per cent gain in total returns for the year-to-date, the Straits Times Index (STI) remained among the best performing stock benchmarks globally this year. Based on data from FTSE Russell as at Jun 30, 2022, there are 7 S-Reits in the STI with combined indicative weight of more than 14 per cent. For the June 2022 quarterly review, FTSE Russell announced that there were no changes to the constituents of the STI and the next review is expected to take place in early September 2022.

Post the June review, the STI reserve list, which consists of the 5 highest ranking non-constituents of the STI, were: Olam International, Suntec Reit, Keppel Reit, Frasers Centrepoint Trust and Mapletree North Asia Commercial Trust (MNACT). Four out of the 5 stocks in the STI reserve list were in the S-Reits and Property Trusts sector. The stocks on the reserve list will replace any STI constituents that become ineligible as a result of corporate actions before the next review.

With the merger of Mapletree Commercial Trust and MNACT to form Mapletree Pan Asia Commercial Trust (MPACT), MNACT is expected to be replaced in the STI reserve list during the upcoming September review while the index weight of MPACT is also expected to be revised.
The 3 remaining S-Reits in the STI reserve list saw average year-to-date total returns of 4.4 per cent, outperforming the 7 S-Reits constituents within the STI, which saw average declines of 3.6 per cent during the same period.

Suntec Reit, in its latest 1H2022 financial release, declared distribution per unit (DPU) of 4.810 cents for the period, which was 15.8 per cent higher year-on-year. The Reit attributed the higher DPU to better gross revenue, which grew 22 per cent year-on-year, and net property income (NPI), which increased 35.8 per cent year-on-year. This was driven mainly by contributions from The Minster Building and Nova Properties in London as well as Suntec City in Singapore.

Suntec Reit's manager observed good recovery of businesses at Suntec City Mall and Suntec Convention. It also noted that with the easing of safe management measures in April 2022, both mall traffic and tenant sales posted strong growth, with tenant sales exceeding pre-pandemic levels for 3 consecutive months from April to June. The Reit is also expecting strong revenue contribution from its Singapore office portfolio, driven by tight vacancy and limited supply with continual demand from Technology, Media and Telecommunications and Financial Services sectors.
Keppel Reit, in its latest 1H2022 financial release, noted that distribution to unitholders grew 4.6 per cent year-on year to $110.5 million while DPU for the period increased 1.0 per cent year-on-year to 2.97 cents. During the period, Keppel Reit secured a new A$100 million green loan facility, bringing its total green borrowings to approximately half of its total borrowings.

Frasers Centrepoint Trust (FCT), in its latest 3Q2022 business update, noted that its retail portfolio committed occupancy eased slightly from 2Q2022 largely due to pre-termination by an anchor tenant, but maintained at a healthy rate of 97.1 per cent. The trust is in advanced negotiations with replacement tenants for this space. FCT also noted that its 3Q2022 tenants' sales and shopper traffic grew 23 per cent and 32 per cent year-on-year respectively."
2022-08-29,Be alert to Reits using leverage and paying fees in units to prop up distribution per unit,https://www.businesstimes.com.sg/opinion-features/columns/be-alert-reits-using-leverage-and-paying-fees-units-prop-distribution-unit,"NUMEROUS Singapore-listed real estate investment trusts (Reits) posted growth in distribution per unit (DPU) from a year ago for the latest quarter or half-year ended June 2022. Some trusts are benefiting from Singapore's opening up amid living with Covid.

DPU matters greatly to many Reit investors - typically, this is money that is paid out to the investors. For retirees, receiving recurring distribution income from Reits, which may grow over time, is very useful, especially with rising inflation.

Still, many Reit managers expressed caution on the path ahead. Several managers were at pains to highlight efforts made to manage their borrowings amid rising interest rates, such as having a high proportion of fixed rate debt, a long average debt maturity and well-spread out debt maturities.
Like many businesses, Reits benefited from low borrowing costs. The DPU of Reits could be boosted by trusts taking on more borrowings at low interest rates. Perhaps it is useful for investors, who focus on DPU, to understand how the use of leverage and payment of fees to the manager in the form of units can be used to boost a Reit's DPU.
Typically, a Reit owns a portfolio of properties, which is bought by using a mix of debt and equity, with unitholders of the trust contributing the equity.
Often, rental income contributes almost all of gross revenue. Net property income (NPI) is derived after deducting property operating expenses from revenue. Distribution income is the NPI less expenses such as debt costs and management fees. Distribution income is divided by the number of Reit units outstanding to get the DPU.

If interest costs on debt is less than the NPI yield, using more debt will boost the returns that a Reit's unitholders can receive. Generally, using more floating rate debt instead of fixed rate debt helps lower debt cost. However, when interest rates rise, a trust, which borrows more at floating rather than fixed rates, is less insulated from the adverse impact of rising interest rates.
Many Reits pay their managers fees via a mix of cash and new units of the Reit. The initial public offering prospectuses of Singapore's two newest Reits - Daiwa House Logistics Trust (DHLT) and Digital Core Reit (DC Reit) - show that the management fee, which comprises base fee and performance fee, as well as the acquisition fee and divestment fee payable to the manager can be paid via cash and/or units as the manager may elect.

With DHLT, the manager will collect 50 per cent of the base fee and performance fee, if any, in the form of units and the remaining 50 per cent of the fees in cash for 2022. The manager of DC Reit will collect 100 per cent of the base fee and performance fee in the form of units for 2022 and 2023.

Where a Reit pays its manager fees in cash, this expense reduces the distributable income. If a Reit pays its manager fees in units, there is no immediate hit to the distributable income. In such an instance, the number of units in issue rises, which can negatively impact the DPU in future.
I ran a simulation to analyse the impact of the use of leverage and payment of fees to the manager in units on dpu. I assumed that a Reit owns S$2 billion of property that generates NPI yield of 4.5 per cent. I used borrowing costs of 2.5 per cent per annum, annual management fees of 0.6 per cent of assets and other expenses of S$2 million.

Under Scenario A, the Reit is funded 80 per cent by equity and 20 per cent by debt, and the manager's fees are paid all in cash. Under Scenario B, the Reit is funded 60 per cent by equity and 40 per cent by debt, and the manager's fees are paid all in units.

The result, as shown in the table, is that DPU under Scenario B is 37 per cent higher than under Scenario A. An investor, who focuses on DPU, may price a Reit structured along the lines of that in Scenario B much more richly than that in Scenario A.

But there can be costs related to using more debt and paying fees via units. When a Reit uses more debt, there is less capacity to borrow more in order to fund a potentially attractive investment opportunity, as Reits have to adhere to borrowing limits under Singapore's framework.

If credit market conditions tighten, the refinancing risk when loans mature is higher for a more highly-geared Reit. Also, a more highly-geared Reit risks breaching borrowing limits should property valuations fall substantially.

The issuing of new Reit units to pay the manager's fees can dilute the interest of existing unitholders and hamper the rate of DPU growth. Some Reit investors may also be less sensitive to the amount of fees that are being paid to the manager in such a situation. For a Reit that trades below book value, issuing new units based on market price means new equity is being issued at less than book value, which may not make sense.

Reits are structured real estate products. Clever structuring can prop up the return being generated from the underlying real estate, be it from using rental income support, paying fees in units or using debt among others.

Much as DPU matters, investors may do well to place as much emphasis on the net asset value (NAV) per unit. So long as the valuations behind the NAV are robust, the NAV gives a good estimation of the value of the assets in the Reit that can be potentially realised.

While it is hard to buy a physical property in Singapore at below market value, one can find Reits that trade at a substantial discount to NAV. Some Reits that trade below book value may offer superior value to buying physical properties and thus merit serious consideration by investors."
